filename,width,height,class,xmin,ymin,xmax,ymax
Kering-5-_JPG.rf.09460cd1b46418bd960d202d92dca5cc.jpg,640,640,Englarged-Pores,217,29,525,284
Kering-5-_JPG.rf.09460cd1b46418bd960d202d92dca5cc.jpg,640,640,Acne,389,298,414,319
Kering-5-_JPG.rf.09460cd1b46418bd960d202d92dca5cc.jpg,640,640,Skin-Redness,130,128,236,265
Kering-5-_JPG.rf.09460cd1b46418bd960d202d92dca5cc.jpg,640,640,Dry-Skin,0,469,317,626
Kering-5-_JPG.rf.09460cd1b46418bd960d202d92dca5cc.jpg,640,640,Eyebags,151,0,321,41
erythema-survey_jpg.rf.075be451af0215276bf950e9c2cd7a8a.jpg,640,640,Skin-Redness,219,300,453,488
z4220863771590_9cf7e2bd92036ca75abebde81e8720ce_jpg.rf.03144d8413907dc6ca06016c323eedbb.jpg,640,640,Skin-Redness,304,175,557,478
bieu-hien-cua-benh-lupus-ban-do2_jpg.rf.01da52d8c3f663a9ee1decba85d1b458.jpg,640,640,Skin-Redness,275,375,553,633
bieu-hien-cua-benh-lupus-ban-do2_jpg.rf.01da52d8c3f663a9ee1decba85d1b458.jpg,640,640,Skin-Redness,88,215,245,446
how-to-get-rid-of-redness-on-face-feat_jpg.rf.01088c3f073ea61f9f0f4dd6d06117f7.jpg,640,640,Skin-Redness,290,107,463,388
Screenshot-2023-03-29-145623_png.rf.07670b39df41dfec617918455cd7575d.jpg,640,640,Skin-Redness,379,433,554,630
Screenshot-2023-03-29-145623_png.rf.07670b39df41dfec617918455cd7575d.jpg,640,640,Skin-Redness,51,492,186,640
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,165,175,246,230
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,152,392,193,474
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,329,179,395,272
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,388,516,448,579
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,452,473,510,525
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,216,462,270,538
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,457,245,527,306
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,145,219,332,330
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,218,36,232,63
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,71,145,84,175
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,80,190,99,250
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,106,130,132,194
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,50,188,83,250
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,537,158,559,206
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,490,94,523,155
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,567,325,578,364
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,524,284,549,320
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Skin-Redness,328,421,376,475
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Skin-Redness,179,361,241,410
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,259,441,307,510
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dry-Skin,260,296,448,397
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Skin-Redness,213,80,260,176
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,506,11,590,105
Kering-29-_jpeg.rf.09f60d7b60a505b23d14a59e8f16336c.jpg,640,640,Dark-Spots,64,50,85,94
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,270,93,289,130
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,322,99,339,128
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,295,253,339,309
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,92,276,188,334
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,175,373,195,398
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Blackheads,73,16,90,32
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Skin-Redness,98,181,122,211
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dry-Skin,0,7,80,321
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Englarged-Pores,0,116,58,300
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,8,65,26,100
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,76,89,93,116
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Skin-Redness,82,122,101,157
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,194,98,233,126
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,105,336,116,360
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,76,279,92,351
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,114,234,149,273
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,85,234,98,254
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,55,196,70,224
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Whiteheads,311,327,324,352
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,277,238,292,273
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,294,215,310,241
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,336,193,355,231
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,282,134,294,153
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,351,97,364,119
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,334,76,347,101
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Dark-Spots,288,84,309,112
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Wrinkles,272,2,294,51
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,366,619,384,640
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,239,481,257,510
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Acne,54,610,78,640
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Englarged-Pores,85,0,154,99
acne-7-_png.rf.011f8c7a09bf3408f48debc8aad6d8d2.jpg,640,640,Oily-Skin,199,0,251,40
Rosacea-eritematosa-iniziale_jpg.rf.0a5b5b154a686464acc041e3c7365b4b.jpg,640,640,Skin-Redness,22,134,362,608
noi-mao-mach_jpg.rf.0dae903bbf86b3acebdfcd35eafd0773.jpg,640,640,Skin-Redness,335,0,509,429
noi-mao-mach_jpg.rf.0dae903bbf86b3acebdfcd35eafd0773.jpg,640,640,Skin-Redness,238,133,315,263
noi-mao-mach_jpg.rf.0dae903bbf86b3acebdfcd35eafd0773.jpg,640,640,Skin-Redness,68,176,173,264
front_jpg.rf.114a7707d9c47bb245e770bcde4a1556.jpg,640,640,Skin-Redness,109,240,238,324
front_jpg.rf.114a7707d9c47bb245e770bcde4a1556.jpg,640,640,Skin-Redness,377,253,517,325
Screenshot-2023-03-29-145456_png.rf.0df3470dcfa4bfb6b0a96760fda9f868.jpg,640,640,Skin-Redness,111,98,412,483
left_side_jpg.rf.1bc4cd420668f060e0c33f371905b128.jpg,640,640,Skin-Redness,147,409,289,453
left_side_jpg.rf.1bc4cd420668f060e0c33f371905b128.jpg,640,640,Skin-Redness,223,304,363,429
left_side_jpg.rf.1bc4cd420668f060e0c33f371905b128.jpg,640,640,Skin-Redness,132,202,267,263
left_side_jpg.rf.1bc4cd420668f060e0c33f371905b128.jpg,640,640,Skin-Redness,123,301,210,387
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,73,185,177,284
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,109,351,206,433
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,116,296,201,343
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Englarged-Pores,155,42,339,312
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,251,172,281,213
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,306,180,337,217
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,272,230,317,279
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,232,215,271,249
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,201,248,251,323
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,134,95,171,138
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,98,127,129,167
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,21,110,49,146
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,33,163,71,197
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,29,226,92,293
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,145,443,208,543
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,67,466,91,493
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,14,274,46,333
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Englarged-Pores,351,146,546,300
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Skin-Redness,352,31,450,170
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Oily-Skin,208,0,410,246
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Oily-Skin,405,0,614,146
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Acne,288,397,330,441
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,274,337,315,389
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,255,429,300,475
acne-15-_jpeg.rf.139ecd04c2b0bfd499a1f34f5046304f.jpg,640,640,Dark-Spots,116,38,137,66
Screenshot_34_png.rf.1d343ae32758065130472f4dd8d84f70.jpg,640,640,Skin-Redness,189,252,314,429
Screenshot_34_png.rf.1d343ae32758065130472f4dd8d84f70.jpg,640,640,Skin-Redness,418,270,476,412
Facial_Redness_Treatmentpicture_1056_1_jpg.rf.1da355b466816522bc01c285d94feb67.jpg,640,640,Skin-Redness,132,238,306,423
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,513,112,543,137
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,366,143,430,177
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,292,236,344,261
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,242,330,280,360
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,276,348,371,427
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,369,344,413,370
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,384,388,478,423
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,374,425,411,454
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,461,357,538,386
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,231,391,275,423
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,573,173,598,192
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,431,48,454,74
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,409,151,447,178
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,303,215,331,234
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,294,282,391,343
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,252,261,299,328
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,285,258,350,276
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,279,220,301,236
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,349,205,380,241
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,300,175,376,209
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Whiteheads,522,261,561,292
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Skin-Redness,516,295,576,342
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Englarged-Pores,498,275,567,343
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Eyebags,413,228,541,290
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Acne,429,453,466,478
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,430,431,491,454
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,467,455,513,483
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,511,440,541,464
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,395,291,424,315
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,367,94,418,137
acne-20-_jpeg.rf.1bad1f2b77ba1853ffeea3170fab4de5.jpg,640,640,Dark-Spots,383,63,426,94
kering-56-_jpg.rf.20d5d98f77c1201390f5599175b82a0d.jpg,640,640,Skin-Redness,204,0,314,172
kering-56-_jpg.rf.20d5d98f77c1201390f5599175b82a0d.jpg,640,640,Skin-Redness,99,0,184,77
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Eyebags,439,0,640,123
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Eyebags,46,0,275,111
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dry-Skin,479,424,587,633
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dry-Skin,135,412,204,625
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Wrinkles,25,26,191,90
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Whiteheads,127,298,150,332
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Skin-Redness,95,153,253,380
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,432,202,456,243
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,344,94,368,154
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,390,104,407,141
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,350,3,417,97
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,383,168,406,220
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,362,236,391,290
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,356,171,383,221
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Acne,218,411,251,461
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,617,406,637,442
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Blackheads,498,356,515,389
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,590,565,608,594
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Blackheads,498,425,518,461
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,361,481,379,501
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dry-Skin,239,202,288,303
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dry-Skin,394,189,450,338
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dry-Skin,0,140,94,623
acne-788-_jpg.rf.21fb174cdb41426d98a95018ad032584.jpg,640,640,Dark-Spots,301,539,314,558
Screenshot_3_png.rf.2178ea5f7eb7370cdb7c3212da8fb4bf.jpg,640,640,Skin-Redness,407,293,530,416
Screenshot_3_png.rf.2178ea5f7eb7370cdb7c3212da8fb4bf.jpg,640,640,Skin-Redness,97,260,260,443
Screenshot_3_png.rf.2178ea5f7eb7370cdb7c3212da8fb4bf.jpg,640,640,Skin-Redness,289,211,386,294
Screenshot_3_png.rf.2178ea5f7eb7370cdb7c3212da8fb4bf.jpg,640,640,Skin-Redness,248,491,368,568
dau-hieu-tren-da-canh-bao-ban-phai-di-xet-nghiem-mau-ngay_jpg.rf.1af506831a77cefa843330e6b618d342.jpg,640,640,Skin-Redness,433,92,542,390
dau-hieu-tren-da-canh-bao-ban-phai-di-xet-nghiem-mau-ngay_jpg.rf.1af506831a77cefa843330e6b618d342.jpg,640,640,Skin-Redness,59,86,172,311
right_side_jpg.rf.2245ad120350d1d11ba6a6bac9792ac9.jpg,640,640,Skin-Redness,239,299,406,419
right_side_jpg.rf.2245ad120350d1d11ba6a6bac9792ac9.jpg,640,640,Skin-Redness,416,324,460,351
right_side_jpg.rf.2245ad120350d1d11ba6a6bac9792ac9.jpg,640,640,Skin-Redness,383,194,437,228
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Eyebags,253,146,324,195
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Eyebags,371,140,426,189
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Skin-Redness,288,215,414,304
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Skin-Redness,276,319,419,385
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Dark-Spots,262,158,272,174
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Dark-Spots,249,185,258,197
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Dark-Spots,423,157,431,170
acne-722-_jpg.rf.23f328dcc9974b8f29105c826b40c9bf.jpg,640,640,Dark-Spots,405,173,415,189
